BV,b,l,SAO,SPtype,Vmag,name,J2000_a,J2000_d,RAhms,DEdms
0.6,51.32,337.22,139806,F9V,6.36,         ,213.58875,-5.9475, 5 56    51,51.32337.22 14 14
0.54,66.03,0.78,100925,F6IV,5.54,14    Boo,213.5216667,12.95944444,12 57    34,66.030.78 14 14
0.6,15.36,318.2,224798,F9V,6.31,         ,213.9116667,-45.00083333,45  0     3,15.36318.2 14 15
2.04,1.21,313.42,241580,M5IIe,6.39,         ,214.1425,-59.91388889,59 54    50,1.21313.42 14 16
0.02,-20.53,305.94,258697,B8Ve,6.42,         ,216.0970833,-82.84861111,82 50    55,-20.53305.94 14 24
0.39,60.92,96.46,29045,F1V,6.69,17Kap1Boo,213.3654167,51.78777778,51 47    16,60.9296.46 14 13
0.2,60.91,96.46,29046,A8IV,4.54,17Kap2Boo,213.3708333,51.79027778,51 47    25,60.9196.46 14 13
1,64,356,100934,K1III,5.29,15    Boo,213.7116667,10.10055556,10  6     2,64.0356.0 14 14
1.6,58.96,346.51,120364,M4IIIab,6.45,         ,213.7208333,3.336111111, 3 20    10,58.96346.51 14 14
-0.03,40.31,329.44,158448,A1V,5.43,         ,213.8504167,-18.20083333,18 12     3,40.31329.44 14 15
0.18,70.38,21.95,83242,A7V,6.39,         ,213.6708333,21.87333333,21 52    24,70.3821.95 14 14
1.58,46.09,112.88,16305,M2IIIab,5.24,         ,213.0166667,69.4325,69 25    57,46.09112.88 14 12
1.04,67.73,78.52,44952,gK3,6.24,         ,213.5979167,41.51888889,41 31     8,67.7378.52 14 14
-0.1,-17.95,306.93,257142,B4V,5.06,  Eps Aps,215.5945833,-80.10888889,80  6    32,-17.95306.93 14 22
0.3,26.36,322.67,205371,F0V,6.55,         ,214.07625,-33.24138889,33 14    29,26.36322.67 14 16
0.52,51.07,337.75,139824,F6III,4.08,99Iot Vir,214.00375,-6.000555556, 6  0     2,51.07337.75 14 16
1.31,-21.31,305.68,258698,K2III,4.32,  Del Oct,216.72875,-83.66777778,83 40     4,-21.31305.68 14 26
1.23,69.11,15.14,100944,K1.5IIIFe-0.5,-0.04,16Alp Boo,213.9154167,19.1825,19 10    57,69.1115.14 14 15
0.28,50.49,337.36,139828,A9III,6.44,         ,214.0895833,-6.621944444, 6 37    19,50.49337.36 14 16
-0.01,53.39,340.32,139830,A1V,6.15,         ,214.1254167,-3.196388889, 3 11    47,53.39340.32 14 16
0.26,68.9,14.49,100949,A8III,5.98,         ,214.0175,18.91194444,18 54    43,68.914.49 14 16
0.98,39.8,329.69,158462,G5,6.22,         ,214.2658333,-18.58527778,18 35     7,39.8329.69 14 17
0.1,60.16,97,29059,A4V,6.58,         ,213.8204167,52.53583333,52 32     9,60.1697.0 14 15
0.49,69.32,17.7,83259,F8V,6.25,         ,214.1366667,20.12138889,20  7    17,69.3217.7 14 16
0.36,68.33,73.94,64040,F2IV,6.38,         ,214.1008333,39.74472222,39 44    41,68.3373.94 14 16
0.27,26.22,323.14,205412,F0V,6.54,         ,214.5991667,-33.22055556,33 13    14,26.22323.14 14 18
0.29,-0.2,313.35,252703,Am,5.23,         ,214.9645833,-61.27305556,61 16    23,-0.2313.35 14 19
0.2,60.96,95.23,29071,A9V,4.75,21Iot Boo,214.04125,51.36722222,51 22     2,60.9695.23 14 16
0.08,64.67,86.97,44965,A0p,4.18,19Lam Boo,214.0958333,46.08833333,46  5    18,64.6786.97 14 16
1.71,66.76,6.61,100956,M3IIIa,5.8,         ,214.3683333,15.26333333,15 15    48,66.766.61 14 17
0.73,49.49,337.18,139856,G5IV,6.47,         ,214.5025,-7.5425, 7 32    33,49.49337.18 14 18
-0.18,14.14,318.48,224833,B2.5IV,3.55,  Iot Lup,214.8508333,-46.05777778,46  3    28,14.14318.48 14 19
0,39.52,330.06,158481,A0pCrEu,5.9,         ,214.6595833,-18.71611111,18 42    58,39.52330.06 14 18
0.5,33.01,326.53,182433,F5V,5.87,         ,214.7533333,-25.81555556,25 48    56,33.01326.53 14 19
0.08,22.62,321.83,205430,A2Vn,5.94,         ,214.8495833,-37.00361111,37  0    13,22.62321.83 14 19
0.12,4.38,315.05,241641,B6Ib,4.33,         ,215.08125,-56.38666667,56 23    12,4.38315.05 14 20
0.13,44.25,333.4,158489,A2m,4.52,00Lam Vir,214.7775,-13.37111111,13 22    16,44.25333.4 14 19
0.04,60.88,94.87,29086,A2IV,6.2,         ,214.3379167,51.30722222,51 18    26,60.8894.87 14 17
1.06,69.76,62.73,64053,K0III,4.81,         ,214.4991667,35.50944444,35 30    34,69.7662.73 14 17
0.92,16.91,319.69,224838,G8III,5.56,         ,215.0404167,-43.05888889,43  3    32,16.91319.69 14 20
0.44,63.2,89.83,44982,F5,6.32,         ,214.455,48.00166667,48  0     6,63.289.83 14 17
0.31,14.88,319.01,224843,F0IV,4.77,         ,215.1770833,-45.18722222,45 11    14,14.88319.01 14 20
0.38,65.08,2.76,100975,F5IV,5.41,18    Boo,214.8179167,13.00416667,13  0    15,65.082.76 14 19
1.02,53.74,342.25,139866,G9III,5.14,02Ups Vir,214.8854167,-2.265555556, 2 15    56,53.74342.25 14 19
-0.03,21.71,321.72,205453,A0IV,4.05,  Psi Cen,215.1391667,-37.88527778,37 53     7,21.71321.72 14 20
0.2,55.88,344.97,120400,A7V,6.19,         ,214.9204167,0.384166667, 0 23     3,55.88344.97 14 19
1.06,68.36,70.98,64064,G9IV,6.86,         ,214.7320833,38.7675,38 46     3,68.3670.98 14 18
1.23,66.86,9.59,100980,K3III,4.86,20    Boo,214.9383333,16.30694444,16 18    25,66.869.59 14 19
0.86,2.33,314.64,241673,G8III+F5V,4.92,         ,215.6541667,-58.45944444,58 27    34,2.33314.64 14 22
0.05,68.19,70.85,64072,A2V,6.33,         ,214.94875,38.79388889,38 47    38,68.1970.85 14 19
0.15,70.32,47.84,64074,A5III,6.44,         ,215.03625,30.42916667,30 25    45,70.3247.84 14 20
-0.13,11.83,318.2,224870,B1III,6.09,         ,215.66125,-48.32027778,48 19    13,11.83318.2 14 22
-0.09,24.46,323.33,205485,B8V,5.56,         ,215.5820833,-34.78694444,34 47    13,24.46323.33 14 22
1.36,9.5,317.43,241686,K2III,6.02,         ,215.8345833,-50.77222222,50 46    20,9.5317.43 14 23
-0.18,20.02,321.57,205497,B7IIIp,4.42,         ,215.7591667,-39.51222222,39 30    44,20.02321.57 14 23
0.49,-6.89,311.48,252735,A3Ib,5.61,         ,216.27625,-68.19527778,68 11    43,-6.89311.48 14 25
1.1,7.22,316.64,241691,K1III,6,         ,215.9516667,-53.17666667,53 10    36,7.22316.64 14 23
1.31,30.87,326.6,182483,K4III,4.77,51    Hya,215.7741667,-27.75388889,27 45    14,30.87326.6 14 23
0.13,-5.02,312.26,252737,A3V,6.36,         ,216.4145833,-66.17333333,66 10    24,-5.02312.26 14 25
0.99,45.2,335.82,158528,G7III,6.21, 2    Lib,215.8566667,-11.71416667,11 42    51,45.2335.82 14 23
0.63,56.02,347.17,120424,G1V,6.27,         ,215.81375,1.241666667, 1 14    30,56.02347.17 14 23
-0.02,61.33,356.56,120426,A0V,5.12,         ,215.8445833,8.446666667, 8 26    48,61.33356.56 14 23
0.37,69.39,33.14,83321,F5V,6.22,         ,215.7783333,25.33805556,25 20    17,69.3933.14 14 23
0.06,61.08,356.48,120433,A3V,5.95,         ,216.00375,8.243611111, 8 14    37,61.08356.48 14 24
1.18,-14.95,308.6,257163,K0-1III,6.07,         ,217.4033333,-76.72916667,76 43    45,-14.95308.6 14 29
0.96,33.4,328.45,182517,G8III,5.32,         ,216.2025,-24.80638889,24 48    23,33.4328.45 14 24
1.5,-4.75,312.52,252745,K3III,5.85,         ,216.7795833,-65.82166667,65 49    18,-4.75312.52 14 27
0.12,59.33,353.1,120434,A5V,5.1,         ,216.0470833,5.82, 5 49    12,59.33353.1 14 24
0.42,45.09,336.23,158550,F4III,6.49,         ,216.1704167,-11.66972222,11 40    11,45.09336.23 14 24
1.2,60.92,356.35,120436,K4III,6.19,         ,216.07625,8.085, 8  5     6,60.92356.35 14 24
-0.15,14.5,319.92,224919,B2IV,4.56,  Tau1Lup,216.5341667,-45.22138889,45 13    17,14.5319.92 14 26
0.43,14.35,319.87,224920,F4IV+A7:,4.35,  Tau2Lup,216.545,-45.37944444,45 22    46,14.35319.87 14 26
0.14,37.68,331.22,158558,A2V,6.61,         ,216.3741667,-19.96972222,19 58    11,37.68331.22 14 25
1.19,17.19,321.06,224923,K2III,6.32,         ,216.5558333,-42.31916667,42 19     9,17.19321.06 14 26
0.94,31.45,327.67,182535,G7IV,6.48,         ,216.44875,-26.8525,26 51     9,31.45327.67 14 25
-0.08,19.41,322.14,205561,B7IV,6.35,         ,216.7079167,-39.87388889,39 52    26,19.41322.14 14 26
0.31,13.59,319.75,224929,A1mA5/7-F2,5.83,         ,216.8008333,-46.13444444,46  8     4,13.59319.75 14 27
1.23,67.34,68.67,64137,gK2,6.27,         ,216.3716667,38.39305556,38 23    35,67.3468.67 14 25
0.14,1.35,315.11,241737,A0II-III,6.45,         ,217.18125,-59.19777778,59 11    52,1.35315.11 14 28
0.5,59.65,93.84,29137,F7V,4.05,23The Boo,216.2991667,51.85083333,51 51     3,59.6593.84 14 25
0.23,66.82,18.06,101025,F0m,5.39,22    Boo,216.6141667,19.22694444,19 13    37,66.8218.06 14 26
0.09,49.45,341.39,139942,A2IV,6.17,04    Vir,216.8516667,-6.120277778, 6  7    13,49.45341.39 14 27
-0.07,28.83,326.95,182570,B8V,4.97,52    Hya,217.0433333,-29.49166667,29 29    30,28.83326.95 14 28
1,-6.66,312.2,252767,K1III,5.83,         ,217.81875,-67.71722222,67 43     2,-6.66312.2 14 31
0.7,52.51,345.22,139951,G2IV,4.81,05Phi Vir,217.0504167,-2.228055556, 2 13    41,52.51345.22 14 28
1.49,48.62,341.13,139957,K5III,5.42,06    Vir,217.17375,-6.900555556, 6 54     2,48.62341.13 14 28
0.37,65.88,74.26,45058,F1IV,6.63,         ,216.86375,41.025,41  1    30,65.8874.26 14 27
-0.08,14.15,320.55,224969,B8Vn,5.5,         ,217.5358333,-45.32166667,45 19    18,14.15320.55 14 30
0.05,10.25,318.95,224972,A1V+B,5.37,         ,217.5870833,-49.51916667,49 31     9,10.25318.95 14 30
-0.01,68.52,41.69,83373,A1V,7.62,         ,217.13125,28.28916667,28 17    21,68.5241.69 14 28
-0.03,68.51,41.69,83374,A1V,7.12,         ,217.13875,28.29083333,28 17    27,68.5141.69 14 28
1.44,18.21,322.51,224982,K3III,6.39,         ,217.7354167,-40.845,40 50    42,18.21322.51 14 30
0.16,54.66,348.95,120499,A5IV,5.94,         ,217.4604167,0.828888889, 0 49    44,54.66348.95 14 29
1.06,20.01,323.38,205637,K1III,5.97,         ,217.795,-38.86972222,38 52    11,20.01323.38 14 31
0.85,60.64,90.16,29165,G3IV,5.59,24    Boo,217.1575,49.84472222,49 50    41,60.6490.16 14 28
0.91,3.31,316.44,241777,F5Ia,6.93,         ,218.1370833,-56.88777778,56 53    16,3.31316.44 14 32
-0.03,68.13,51.15,64178,A0V s,6.06,         ,217.4570833,31.79111111,31 47    28,68.1351.15 14 29
0.7,65.16,75.46,45075,G5V,6.35,         ,217.4033333,41.79583333,41 47    45,65.1675.46 14 29
1.42,57.44,353.97,120504,gK4,6.02,         ,217.6891667,4.772222222, 4 46    20,57.44353.97 14 30
-0.19,9.25,318.93,241781,B2III,4.42,  Sig Lup,218.15375,-50.45694444,50 27    25,9.25318.93 14 32
0.48,5,317.3,241792,F6IV-V,5.87,         ,218.385,-54.99833333,54 59    54,5.0317.3 14 33
1.09,7.14,318.19,241793,K0III,5.87,         ,218.3745833,-52.68,52 40    48,7.14318.19 14 33
1.03,27.27,327.47,205681,K0III,6.09,         ,218.29,-30.71416667,30 42    51,27.27327.47 14 33
1.3,67.8,47.29,64202,K3-III,3.58,25Rho Boo,217.9575,30.37138889,30 22    17,67.847.29 14 31
1.44,39.99,115.39,8024,K4-IIIBa0.3,4.25, 5    UMi,216.88125,75.69611111,75 41    46,39.99115.39 14 27
0.06,16.83,322.56,225027,A2IV,6.6,         ,218.5333333,-42.09972222,42  5    59,16.83322.56 14 34
1.26,0.28,315.57,241811,K2III,6.4,         ,218.8216667,-60.01583333,60  0    57,0.28315.57 14 35
0.22,67.54,37.58,83394,A7Vn,6.01,         ,218.0841667,26.67722222,26 40    38,67.5437.58 14 32
0.35,66.57,26.51,83395,F2IV,5.92,26    Boo,218.1354167,22.26,22 15    36,66.5726.51 14 32
0.19,66.17,67.26,64203,A7III,3.03,27Gam Boo,218.0195833,38.30833333,38 18    30,66.1767.26 14 32
0.41,50.47,105.61,16406,F4IV,6.09,         ,217.6920833,63.18555556,63 11     8,50.47105.61 14 30
0.24,52.76,102.58,16411,F0III,6.27,         ,217.9283333,60.22555556,60 13    32,52.76102.58 14 31
0.14,36.25,333.37,182676,A4V,6.5,         ,218.71125,-20.43916667,20 26    21,36.25333.37 14 34
-0.08,17.25,323.05,225046,B7V,5.87,         ,218.88125,-41.51722222,41 31     2,17.25323.05 14 35
-0.19,16.67,322.77,225044,B1.5Vne,2.31,  Eta Cen,218.8766667,-42.15777778,42  9    28,16.67322.77 14 35
1.5,56.34,96.99,29191,gK5,5.76,         ,218.12875,55.39777778,55 23    52,56.3496.99 14 32
0.5,-7.1,312.69,252824,F7V,6.04,         ,219.4429167,-67.93222222,67 55    56,-7.1312.69 14 37
1.48,12.87,321.2,225054,K3III,5.55,         ,219.0791667,-46.24527778,46 14    43,12.87321.2 14 36
0.4,67.13,52.82,64221,F5V,6.33,         ,218.54875,32.53444444,32 32     4,67.1352.82 14 34
1.05,18.93,324.04,205744,K1III,6.13,         ,219.1008333,-39.59722222,39 35    50,18.93324.04 14 36
0.36,67.2,45.62,83416,F2V,4.46,28Sig Boo,218.67,29.745,29 44    42,67.245.62 14 34
1.38,66.22,62.91,64227,gK5,6.03,         ,218.6604167,36.62583333,36 37    33,66.2262.91 14 34
-0.12,18.35,323.84,205751,B8n,5.74,         ,219.1841667,-40.21166667,40 12    42,18.35323.84 14 36
1.01,12.9,321.41,225062,G8III,5.41,         ,219.33375,-46.13388889,46  8     2,12.9321.41 14 37
0.49,54.95,98.69,29202,F6-8V,6.48,         ,218.56625,57.06527778,57  3    55,54.9598.69 14 34
1.56,60.21,88.15,45121,M1IIIab,5.74,         ,218.665,49.36833333,49 22     6,60.2188.15 14 34
-0.15,9.86,320.13,225071,B5V,4.05,  Rho Lup,219.4716667,-49.42583333,49 25    33,9.86320.13 14 37
1.06,66.05,29.44,83427,K0,6.38,         ,219.02875,23.25027778,23 15     1,66.0529.44 14 36
0.46,42.97,339.35,158677,F5V,6.2,         ,219.2491667,-12.30527778,12 18    19,42.97339.35 14 36
1.43,19.51,324.76,205786,K3III,6.02,         ,219.5816667,-38.79416667,38 47    39,19.51324.76 14 38
0.51,12.36,321.52,225089,F7V,6.07,         ,219.7958333,-46.58416667,46 35     3,12.36321.52 14 39
0.44,10.1,320.52,225091,F3IV,6.39,         ,219.8529167,-49.05555556,49  3    20,10.1320.52 14 39
0.71,-0.71,315.78,252838,G2V,-0.01,  Alp1Cen,219.8995833,-60.83527778,60 50     7,-0.71315.78 14 39
1.18,3.29,317.63,241898,K0-1II,6.3,         ,220.1366667,-56.44083333,56 26    27,3.29317.63 14 40
1.1,63.9,18.81,101121,gK2,5.91,         ,219.5583333,18.29833333,18 17    54,63.918.81 14 38
0.24,-4.59,314.34,252853,ApSrEuCr:,3.19,  Alp Cir,220.6266667,-64.97527778,64 58    31,-4.59314.34 14 42
1.48,62.89,77.43,45145,K2III,5.7,         ,219.5520833,43.64194444,43 38    31,62.8977.43 14 38
0.45,1.23,316.91,241912,F4V,6.22,         ,220.4820833,-58.61611111,58 36    58,1.23316.91 14 41
-0.08,21.67,326.5,205823,A0p:,5.67,         ,220.2558333,-36.135,36  8     6,21.67326.5 14 41
-0.01,56.73,94.17,29227,A1V,5.85,         ,219.5633333,54.02333333,54  1    24,56.7394.17 14 38
0,62.42,78.76,45153,A1V,5.39,33    Boo,219.7091667,44.40444444,44 24    16,62.4278.76 14 38
-0.2,11.44,321.61,225128,B1.5III/Vn,2.3,  Alp Lup,220.4825,-47.38833333,47 23    18,11.44321.61 14 41
1.43,-17.45,308.49,257193,K3IIIa,3.83,  Alp Aps,221.965,-79.04472222,79  2    41,-17.45308.49 14 47
-0.17,20.1,325.9,205839,B3V,4,         ,220.49,-37.79361111,37 47    37,20.1325.9 14 41
0.4,64.75,27.15,83458,G0V,6.1,         ,220.09125,21.97555556,21 58    32,64.7527.15 14 40
0.21,61.1,10.34,101137,F0V,5.91,         ,220.1766667,13.53416667,13 32     3,61.110.34 14 40
-0.09,26.24,329.23,205841,ApSi,6.37,         ,220.4629167,-30.93333333,30 56     0,26.24329.23 14 41
-0.03,62.54,15.64,101138,B9pMnHgSi,4.94,29Pi 1Boo,220.1816667,16.41833333,16 25     6,62.5415.64 14 40
0.24,62.54,15.64,101139,A6V,5.88,29Pi 2Boo,220.1829167,16.41777778,16 25     4,62.5415.64 14 40
0.05,61.12,10.8,101145,A2III,4.43,30Zet Boo,220.2870833,13.72833333,13 43    42,61.1210.8 14 41
1.3,36.35,117.41,8054,K3III,6.26,         ,218.4095833,79.66027778,79 39    37,36.35117.41 14 33
1,57.76,2.05,120601,G7+IIIHdel -0.5,4.86,31    Boo,220.4116667,8.161666667, 8  9    42,57.762.05 14 41
0.94,59.86,7.46,101152,G8III,5.56,32    Boo,220.43125,11.66055556,11 39    38,59.867.46 14 41
0.29,-2.81,315.5,252869,A9V,5.36,         ,221.3220833,-62.87583333,62 52    33,-2.81315.5 14 45
-0.01,31.32,332.75,182795,B9,5.73, 4    Lib,220.8066667,-24.9975,24 59    51,31.32332.75 14 43
1.35,22.29,327.48,205871,K3IIIb,4.05,         ,220.9141667,-35.17361111,35 10    25,22.29327.48 14 43
1.02,1.19,317.32,241966,K0III,6.11,         ,221.23125,-58.47777778,58 28    40,1.19317.32 14 44
0.38,47.54,346.55,140090,F2III,3.88,07Mu  Vir,220.765,-5.658333333, 5 39    30,47.54346.55 14 43
-0.06,3.78,318.57,241971,B2III,6.1,         ,221.2954167,-55.60194444,55 36     7,3.78318.57 14 45
0.01,22.15,327.73,205899,A0V,4.92,         ,221.2466667,-35.19194444,35 11    31,22.15327.73 14 44
1.66,65.06,38,83488,M3-III,4.81,34    Boo,220.8558333,26.52777778,26 31    40,65.0638.0 14 43
0.3,-25.68,304.24,258720,Am,6.48,         ,232.0795833,-88.13305556,88  7    59,-25.68304.24 15 28
0.41,51.16,102.09,16466,F2V,6.25,         ,220.5133333,61.26194444,61 15    43,51.16102.09 14 42
1.39,63.3,70.09,45190,K4III,5.73,         ,220.935,40.45916667,40 27    33,63.370.09 14 43
0.07,11.06,322.3,225178,A1V,5.74,         ,221.62125,-47.44111111,47 26    28,11.06322.3 14 46
0.98,6.57,320.2,241992,G8III,5.21,         ,221.7554167,-52.38361111,52 23     1,6.57320.2 14 47
1.61,50.45,351.32,140116,M1III,6.07,         ,221.29875,-1.417777778, 1 25     4,50.45351.32 14 45
0.35,30.63,333.13,182855,F2III-IV,4.94,54    Hya,221.5004167,-25.44305556,25 26    35,30.63333.13 14 46
0.09,6.72,320.31,241995,A1III-IV,6.07,         ,221.80125,-52.20555556,52 12    20,6.72320.31 14 47
0.98,32.6,334.5,182857,gG5,5.81,         ,221.5283333,-23.15305556,23  9    11,32.6334.5 14 46
-0.07,-6.33,314.22,252894,B2.5Ve,5.91,         ,222.185,-66.59388889,66 35    38,-6.33314.22 14 48
-0.03,51.97,353.72,120642,B9.5V,5.69,08    Vir,221.3758333,0.717222222, 0 43     2,51.97353.72 14 45
0.98,61.82,17.74,101184,G8.5III,4.6,35Omi Boo,221.3104167,16.96444444,16 57    52,61.8217.74 14 45
1.19,39.15,339.48,158788,K1III,6.33, 5    Lib,221.4908333,-15.45972222,15 27    35,39.15339.48 14 45
0.58,34.29,335.73,182858,F7V,6.4,         ,221.5454167,-21.17611111,21 10    34,34.29335.73 14 46
0.97,64.78,39.38,83500,K0-II-III,2.7,36Eps Boo,221.2466667,27.07416667,27  4    27,64.7839.38 14 44
0.83,62.6,21.51,101187,K0,6.13,         ,221.33625,18.88472222,18 53     5,62.621.51 14 45
1.33,19.2,326.62,205937,K3III,5.94,         ,221.77125,-38.29083333,38 17    27,19.2326.62 14 47
1.08,14.46,324.22,225183,G8III,6.3,         ,221.88375,-43.5575,43 33    27,14.46324.22 14 47
1.58,64.79,52.83,64306,M1IIIb,6.28,         ,221.3070833,32.78833333,32 47    18,64.7952.83 14 45
-0.01,52.68,355.28,120648,A0V,3.72,09    Vir,221.5620833,1.892777778, 1 53    34,52.68355.28 14 46
1.57,60.79,14.55,101200,M5IIIab,5.63,         ,221.525,15.13194444,15  7    55,60.7914.55 14 46
1.65,34.03,335.89,182873,K5III,6.06,         ,221.8070833,-21.32472222,21 19    29,34.03335.89 14 47
1.13,2.58,318.61,242026,K1III,6.23,         ,222.27875,-56.66777778,56 40     4,2.58318.61 14 49
0.94,29.87,333.15,182882,G5III,5.24,56    Hya,221.9366667,-26.0875,26  5    15,29.87333.15 14 47
-0.02,29.36,332.88,182883,B9V,5.77,57    Hya,221.9895833,-26.64638889,26 38    47,29.36332.88 14 47
1.1,41.05,341.92,158808,K0III,6.35,         ,221.97875,-12.83972222,12 50    23,41.05341.92 14 47
1.54,20.53,327.72,205966,M3III,6.04,         ,222.15875,-36.63472222,36 38     5,20.53327.72 14 48
0.82,-12.39,311.56,257206,G7IIIa+F9IV,5.6,         ,223.3070833,-73.19,73 11    24,-12.39311.56 14 53
1.3,31.28,334.59,182898,gK1,5.68,         ,222.3279167,-24.25166667,24 15     6,31.28334.59 14 49
-0.04,50.25,353,140152,B9VSi:Cr:,6.14,         ,222.2254167,-0.847777778, 0 50    52,50.25353.0 14 48
0.07,39.78,341.3,158821,A1pSrCrEu,5.31, 7Mu  Lib,222.3295833,-14.14888889,14  8    56,39.78341.3 14 49
0.48,63.58,33.54,83535,F2-6V,6.14,         ,222.0970833,24.36666667,24 22     0,63.5833.54 14 48
0.95,-21.37,306.84,258713,G8-K0III,5.65,  Pi 1Oct,225.4616667,-83.22777778,83 13    40,-21.37306.84 15  1
1.4,27.97,332.65,182911,K4III,4.41,58    Hya,222.5720833,-27.96027778,27 57    37,27.97332.65 14 50
0.72,-4.01,315.83,252928,G3II+B8V,5.87,         ,223.1458333,-63.81,63 48    36,-4.01315.83 14 52
-0.15,14.11,324.9,225248,B5IV,4.32,  Omi Lup,222.91,-43.57555556,43 34    32,14.11324.9 14 51
0.36,63.12,63.78,64344,F2V,6.16,         ,222.2779167,37.81111111,37 48    40,63.1263.78 14 49
0.41,38.07,340.31,158836,F4IV,5.15, 8Alp1Lib,222.6716667,-15.99722222,15 59    50,38.07340.31 14 50
0.15,38.01,340.33,158840,A3IV,2.75, 9Alp2Lib,222.7195833,-16.04166667,16  2    30,38.01340.33 14 50
0.05,63.83,43.16,83551,A4V,5.8,         ,222.4933333,28.61583333,28 36    57,63.8343.16 14 49
0.48,59.97,79.98,45226,F7IV w,5.74,38    Boo,222.3279167,46.11611111,46  6    58,59.9779.98 14 49
0.56,63.06,32.76,83553,G0-2V,5.85,         ,222.5658333,23.91194444,23 54    43,63.0632.76 14 50
0.98,48.82,352.08,140176,G8III-IV,4.94,11    Lib,222.7541667,-2.299166667, 2 17    57,48.82352.08 14 51
1.4,50.31,354.23,140177,K3III,6.18,         ,222.7504167,-0.257222222, 0 15    26,50.31354.23 14 51
0.4,57.1,88.43,29296,F5IV,6.51,         ,222.3845833,51.37472222,51 22    29,57.188.43 14 49
0.47,58.58,84.29,45231,F6V+F5V,5.69,39    Boo,222.4220833,48.72055556,48 43    14,58.5884.29 14 49
-0.06,-6.06,315.03,252951,B3Vn,6.09,  Zet Cir,223.6766667,-65.99138889,65 59    29,-6.06315.03 14 54
1.45,-15.6,310.14,257212,K4III:,5.34,         ,224.4704167,-76.66277778,76 39    46,-15.6310.14 14 57
1.02,62.99,62.48,64355,K0III-IV,5.48,         ,222.6233333,37.27194444,37 16    19,62.9962.48 14 50
0.6,25.45,331.67,206035,G1V,6.29,         ,223.1379167,-30.57694444,30 34    37,25.45331.67 14 52
-0.16,19.11,327.93,206037,B7IIIp,5.03,         ,223.2129167,-37.80333333,37 48    12,19.11327.93 14 52
0.76,61.36,23.09,101250,G8Ve+K4Ve,4.55,37Xi  Boo,222.8470833,19.10111111,19  6     4,61.3623.09 14 51
1.3,-21.25,307.03,258714,G8Ib,5.65,  Pi 2Oct,226.1945833,-83.03833333,83  2    18,-21.25307.03 15  4
1.16,-0.88,317.82,242111,K2III,5.2,         ,223.8941667,-60.11416667,60  6    51,-0.88317.82 14 55
1.05,-16.09,310.01,257218,G8II,5.93,         ,225.0491667,-77.16027778,77  9    37,-16.09310.01 15  0
